DateTime,AddedIPs,RemovedIPs
1600991524,2,0
1600992123,8,1
1600993323,3,2
1600993982,6,1
1600994523,2,1
1600994882,12,27
1600995724,3,0
1600996323,3,0
1600996923,3,0
1600997524,5,0
1600998123,3,2
1600998722,49,20
1600998723,0,1
1600999323,2,0
1601000523,7,0
1601001723,6,1
1601002563,42,39
1601002923,8,0
1601004123,5,0
1601005323,5,0
1601006413,47,59
1601006523,3,0
1601007124,39,1
1601007723,6,0
1601008924,12,0
1601010242,34,43
1601010723,2,0
1601011323,1,0
1601012162,41,30
1601012524,4,0
1601013723,0,3
1601014924,13,0
1601016004,20,15
1601016124,1,0
1601017324,5,1
1601018524,4,0
1601019181,2,0
1601019842,18,19
1601020095,3,0
1601020324,3,0
1601020924,5,0
1601021314,1,0
1601022123,11,0
1601022782,4,0
1601023323,2,0
1601023923,23,16
1601024524,5,0
1601025123,2,0
1601025723,1,0
1601026923,2,0
1601027523,1,0
1601027762,15,16
1601028123,6,1
1601029323,5,1
1601030523,5,0
1601031123,4,0
1601031604,17,13
1601031724,3,0
1601032924,1,0
1601034123,5,0
1601035441,14,27
1601036523,8,2
1601037361,14,27
1601037723,1,0
1601038324,5,0
1601038923,1,0
1601039524,6,0
1601040124,0,1
1601041441,23,14
1601042523,2,0
1601043362,15,19
1601043723,29,0
1601044923,5,1
1601045284,19,15
1601046123,1,0
1601047202,25,36
1601047324,5,0
1601048523,1,0
1601049724,4,1
1601050923,1,0
1601052123,2,0
1601052962,25,23
1601053368,1,1
1601054523,2,0
1601055723,1,0
1601056323,1,1
1601057043,21,17
1601057523,6,0
1601058123,1,0
1601058963,17,13
1601059323,2,0
1601060523,7,0
1601060883,20,21
1601061723,3,1
1601062923,1,0
1601064123,4,0
1601066642,15,23
1601067124,7,0
1601067723,1,0
1601068323,0,1
1601068923,2,0
1601070123,2,0
1601070482,20,19
1601071323,1,0
1601072402,22,18
1601072524,6,0
1601073723,7,0
1601074923,5,1
1601076124,4,0
1601077323,1,0
1601078162,51,18
1601079123,1,0
1601080082,17,23
1601080923,3,0
1601081523,0,1
1601082124,3,1
1601082723,2,0
1601083323,1,0
1601083922,43,24
1601084525,8,0
1601085123,2,0
1601085724,1,0
1601086923,25,0
1601087761,47,45
1601088124,1,0
1601089323,1,2
1601090523,1,0
1601091603,41,50
1601091723,1,0
1601092924,5,1
1601094123,2,0
1601094782,1,0
1601095442,40,44
1601096523,5,0
1601097723,4,1
1601098381,2,0
1601098924,4,0
1601099282,38,28
1601100724,3,0
1601101323,3,0
1601101981,14,0
1601102523,2,0
1601103122,16,19
1601103723,3,0
1601104923,5,0
1601106124,3,0
1601106962,16,19
1601107323,2,0
1601107923,3,0
1601109723,7,0
1601110805,13,16
1601110986,1,0
1601111523,2,0
1601112723,19,16
1601113323,2,0
1601114882,21,14
1601115723,6,0
1601116382,1,0
1601116923,2,0
1601118123,5,0
1601119353,3,0
1601120644,16,20
1601122323,1,0
1601122923,0,1
1601124123,3,0
1601124482,12,19
1601125323,1,0
1601126523,1,0
1601127123,9,0
1601128322,19,15
1601128923,1,0
1601130123,3,0
1601130781,1,2
1601131923,13,0
1601132162,15,23
1601132523,1,0
1601133723,4,0
1601134082,23,15
1601134923,6,0
